feature,family,verdict,source_evidence,source_files,source_functions,source_expressions,source_columns,temporal_operations,latest_information_boundary,availability_basis,causal_evidence,future_operation_detected,negative_shift_detected,centered_rolling_detected,forward_operation_detected,target_context_only,feature_context_future,realtime_contract_required,causal_review_required,potential_leakage,confidence,notes
year,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features"", ""transform""]","[""\""year\"","", ""\""year\"":"", ""['year', 'week_of_year', 'day_of_year', 'add_year: bool = True', 'add_week_of_year: bool = True', 'add_day_of_year: bool = True', 'add_year_boundaries: bool = True', 'if self._config.add_year:', '\""calendar_year\"",', 'timestamp.dt.year', 'if self._config.add_week_of_year:', '\""calendar_week_of_year\"",', 'if self._config.add_day_of_year:', '\""calendar_day_of_year\"",', 'timestamp.dt.dayofyear', '\""year\"":', 'timestamp.dt.year,', '# Year boundaries', 'if self._config.add_year_boundaries:', 'is_year_start = (', 'timestamp.dt.is_year_start', 'is_year_end = (', 'timestamp.dt.is_year_end', '\""is_year_start\"",', 'is_year_start.astype(', '\""is_year_end\"",', 'is_year_end.astype(', '# Day of year.', '# across the year boundary.', 'day_of_year = (', '\""calendar_day_of_year_sin\"",', 'day_of_year - 1,', '\""calendar_day_of_year_cos\"",', 'if config.add_year:', 'add(\""calendar_year\"")', 'if config.add_week_of_year:', 'add(\""calendar_week_of_year\"")', 'if config.add_day_of_year:', 'add(\""calendar_day_of_year\"")', 'if config.add_year_boundaries:', 'add(\""is_year_start\"")', 'add(\""is_year_end\"")', 'add(\""calendar_day_of_year_sin\"")', 'add(\""calendar_day_of_year_cos\"")', 'add_year=True,', 'add_week_of_year=True,', 'add_day_of_year=True,', 'add_year_boundaries=True,', 'day_of_year_sin', 'day_of_year_cos', 'iso_year', '\""year\"",', '\""day_of_year\"",', '\""week_of_year\"",', '\""day_of_year_sin\"",', '\""day_of_year_cos\"",', 'dataframe[\""year\""] = (', 'timestamp.dt.year.astype(', 'dataframe[\""day_of_year\""] = (', 'timestamp.dt.dayofyear.astype(', 'dataframe[\""week_of_year\""] = (', '# Day of year', '# We use 365/366 dynamically so leap years are', 'days_in_year = np.where(', 'timestamp.dt.is_leap_year,', 'day_of_year_angle = (', '/ days_in_year', '\""day_of_year_sin\""', 'day_of_year_angle', '\""day_of_year_cos\""']"", ""dataframe[\""year\""] = ("", ""timestamp.dt.year"", ""timestamp.dt.year,"", ""timestamp.dt.year.astype("", ""year""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
month,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features"", ""_add_cyclical_features"", ""transform""]","[""\""month\"","", ""\""month\"":"", ""['month', 'day_of_month', 'month boundaries', 'add_month: bool = True', 'add_day_of_month: bool = True', 'add_week_of_month: bool = True', 'add_month_boundaries: bool = True', 'unique_months: int', 'if self._config.add_month:', '\""calendar_month\"",', 'timestamp.dt.month', 'if self._config.add_day_of_month:', '\""calendar_day_of_month\"",', '# Week of month', 'if self._config.add_week_of_month:', '# Week number within the month.', 'week_of_month = (', '\""calendar_week_of_month\"",', 'week_of_month', 'quarter_start_month = (', '\""month\"":', 'quarter_start_month,', '# Month boundaries', 'if self._config.add_month_boundaries:', 'month_start = (', 'timestamp.dt.is_month_start', 'month_end = (', 'timestamp.dt.is_month_end', '\""is_month_start\"",', '\""is_month_end\"",', '] = month_start.astype(', '] = month_end.astype(', '# Days remaining in month.', 'month_end_date = (', '+ pd.offsets.MonthEnd(0)', 'days_to_month_end = (', 'month_end_date', '\""days_to_month_end\"",', 'days_to_month_end', 'month = timestamp.dt.month', 'is_quarter_start_month = (', 'month.isin(', 'is_quarter_end_month = (', '\""is_quarter_start_month\"",', 'is_quarter_start_month', '\""is_quarter_end_month\"",', 'is_quarter_end_month', '# Month', 'month = (', '\""calendar_month_sin\"",', 'month - 1,', '\""calendar_month_cos\"",', 'unique_months = 0', 'unique_months = int(', 'unique_months=', 'unique_months,', 'if config.add_month:', 'add(\""calendar_month\"")', 'if config.add_day_of_month:', 'add(\""calendar_day_of_month\"")', 'if config.add_week_of_month:', 'add(\""calendar_week_of_month\"")', 'if config.add_month_boundaries:', 'add(\""is_month_start\"")', 'add(\""is_month_end\"")', 'add(\""days_to_month_end\"")', 'add(\""is_quarter_start_month\"")', 'add(\""is_quarter_end_month\"")', 'add(\""calendar_month_sin\"")', 'add(\""calendar_month_cos\"")', 'add_month=True,', 'add_day_of_month=True,', 'add_week_of_month=True,', 'add_month_boundaries=True,', 'month_sin', 'month_cos', '\""month\"",', '\""day_of_month\"",', '\""month_sin\"",', '\""month_cos\"",', 'dataframe[\""month\""] = (', 'timestamp.dt.month.astype(', 'dataframe[\""day_of_month\""] = (', 'month_angle = (', 'month - 1', '\""month_sin\""', 'month_angle', '\""month_cos\""']"", ""dataframe[\""month\""] = ("", ""month"", ""month = timestamp.dt.month"", ""month.isin("", ""timestamp.dt.month"", ""timestamp.dt.month.astype(""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
quarter,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features"", ""transform""]","[""\""quarter\"","", ""['quarter', 'quarter boundaries', 'add_quarter: bool = True', 'add_week_of_quarter: bool = True', 'add_quarter_boundaries: bool = True', 'unique_quarters: int', 'if self._config.add_quarter:', '\""calendar_quarter\"",', 'timestamp.dt.quarter', '# Week of quarter', 'if self._config.add_week_of_quarter:', 'quarter_start_month = (', 'quarter_start = pd.to_datetime(', 'quarter_start_month,', 'days_since_quarter_start = (', '- quarter_start', 'week_of_quarter = (', 'days_since_quarter_start', '\""calendar_week_of_quarter\"",', 'week_of_quarter', '# Quarter boundaries', 'if self._config.add_quarter_boundaries:', 'is_quarter_start_month = (', 'is_quarter_end_month = (', 'quarter_start_date = (', 'quarter_end_date = (', 'quarter_start_date', '+ pd.offsets.QuarterEnd(', '\""is_quarter_start\"",', '== quarter_start_date', '\""is_quarter_end\"",', '== quarter_end_date', '\""is_quarter_start_month\"",', 'is_quarter_start_month', '\""is_quarter_end_month\"",', 'is_quarter_end_month', '# Quarter', 'quarter = (', '\""calendar_quarter_sin\"",', 'quarter - 1,', '\""calendar_quarter_cos\"",', 'unique_quarters = 0', 'unique_quarters = int(', 'unique_quarters=', 'unique_quarters,', 'if config.add_quarter:', 'add(\""calendar_quarter\"")', 'if config.add_week_of_quarter:', 'add(\""calendar_week_of_quarter\"")', 'if config.add_quarter_boundaries:', 'add(\""is_quarter_start\"")', 'add(\""is_quarter_end\"")', 'add(\""is_quarter_start_month\"")', 'add(\""is_quarter_end_month\"")', 'add(\""calendar_quarter_sin\"")', 'add(\""calendar_quarter_cos\"")', 'add_quarter=True,', 'add_week_of_quarter=True,', 'add_quarter_boundaries=True,', '\""quarter\"",', 'dataframe[\""quarter\""] = (', 'timestamp.dt.quarter.astype(']"", ""dataframe[\""quarter\""] = ("", ""quarter"", ""timestamp.dt.quarter"", ""timestamp.dt.quarter.astype(""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
day_of_month,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features""]","[""\""day_of_month\"","", ""['day_of_month', 'add_day_of_month: bool = True', 'if self._config.add_day_of_month:', '\""calendar_day_of_month\"",', 'if config.add_day_of_month:', 'add(\""calendar_day_of_month\"")', 'add_day_of_month=True,', '\""day_of_month\"",', 'dataframe[\""day_of_month\""] = (']"", ""dataframe[\""day_of_month\""] = ("", ""day_of_month""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
day_of_year,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features"", ""_add_cyclical_features""]","[""\""day_of_year\"","", ""['day_of_year', 'add_day_of_year: bool = True', 'if self._config.add_day_of_year:', '\""calendar_day_of_year\"",', 'day_of_year = (', '\""calendar_day_of_year_sin\"",', 'day_of_year - 1,', '\""calendar_day_of_year_cos\"",', 'if config.add_day_of_year:', 'add(\""calendar_day_of_year\"")', 'add(\""calendar_day_of_year_sin\"")', 'add(\""calendar_day_of_year_cos\"")', 'add_day_of_year=True,', 'day_of_year_sin', 'day_of_year_cos', '\""day_of_year\"",', '\""day_of_year_sin\"",', '\""day_of_year_cos\"",', 'dataframe[\""day_of_year\""] = (', 'day_of_year_angle = (', '\""day_of_year_sin\""', 'day_of_year_angle', '\""day_of_year_cos\""']"", ""dataframe[\""day_of_year\""] = ("", ""day_of_year""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
week_of_year,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features""]","[""\""week_of_year\"","", ""['week_of_year', 'add_week_of_year: bool = True', 'if self._config.add_week_of_year:', '\""calendar_week_of_year\"",', 'if config.add_week_of_year:', 'add(\""calendar_week_of_year\"")', 'add_week_of_year=True,', '\""week_of_year\"",', 'dataframe[\""week_of_year\""] = (']"", ""dataframe[\""week_of_year\""] = ("", ""week_of_year""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
day_of_week,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_calendar_features"", ""transform"", ""validate_temporal_features""]","[""\""day_of_week\"""", ""\""day_of_week\"","", ""['day_of_week', 'add_day_of_week: bool = True', 'if self._config.add_day_of_week:', '\""calendar_day_of_week\"",', 'day_of_week = (', 'day_of_week < 5', 'day_of_week >= 5', '\""calendar_day_of_week_sin\"",', 'day_of_week,', '\""calendar_day_of_week_cos\"",', 'if config.add_day_of_week:', 'add(\""calendar_day_of_week\"")', 'add(\""calendar_day_of_week_sin\"")', 'add(\""calendar_day_of_week_cos\"")', 'add_day_of_week=True,', 'day_of_week_sin', 'day_of_week_cos', '\""day_of_week\"",', '\""day_of_week_sin\"",', '\""day_of_week_cos\"",', 'dataframe[\""day_of_week\""] = (', 'day_of_week == 0', 'day_of_week == 1', 'day_of_week == 2', 'day_of_week == 3', 'day_of_week == 4', 'day_of_week == 5', 'day_of_week == 6', '* day_of_week', '\""day_of_week_sin\""', '\""day_of_week_cos\""', '\""day_of_week\""', '\""day_of_week contains values outside \""']"", ""dataframe[\""day_of_week\""] = ("", ""day_of_week"", ""day_of_week,""]",[],[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
hour,temporal_calendar,PRODUCTION_SAFE,True,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal_normalizer.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\rolling_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\ml_models\\baseline_model.py"", ""data\\dataset_audit.py"", ""data\\dataset_builder.py"", ""data\\temporal_normalizer.py"", ""features\\calendar_features.py"", ""features\\temporal_features.py""]","[""_add_time_features"", ""_audit_hourly_coverage"", ""_format_time"", ""_minutes_to_hhmm"", ""transform"", ""validate_temporal_features""]","[""\""hour\"""", ""\""hour\"","", ""['- How does coverage vary by hour?', '# Hourly coverage', 'class HourlyCoverage:', '\""\""\""Coverage statistics by hour of day.\""\""\""', 'hour: int', 'hourly_coverage: tuple[', 'HourlyCoverage,', 'hourly_coverage = (', 'self._audit_hourly_coverage(', 'hourly_coverage=tuple(', 'hourly_coverage', 'def _audit_hourly_coverage(', ') -> list[HourlyCoverage]:', '\""_hour\""', '].dt.hour', 'HourlyCoverage', 'for hour in range(24):', 'working[\""_hour\""] == hour', 'HourlyCoverage(', 'hour=hour,', '\""HourlyCoverage\"",', '- creates 1-hour targets', '- creates 2-hour targets', 'HOUR_1 = \""1h\""', 'HOURS_2 = \""2h\""', '+1 hour', '+2 hours', 'tomorrow_morning_start_hour: int = 8', 'tomorrow_morning_end_hour: int = 10', 'if not 0 <= self.tomorrow_morning_start_hour <= 23:', '\""Tomorrow morning start hour must \""', 'if not 0 <= self.tomorrow_morning_end_hour <= 23:', '\""Tomorrow morning end hour must \""', 'self.tomorrow_morning_start_hour * 60', 'self.tomorrow_morning_end_hour * 60', '.tomorrow_morning_start_hour,', '.tomorrow_morning_end_hour,', '.tomorrow_morning_start_hour', '.tomorrow_morning_end_hour', 'timestamp.dt.hour * 60', 'TargetHorizon.HOUR_1.value,', 'TargetHorizon.HOURS_2.value,', 'hour: int,', 'return f\""{hour:02d}:{minute:02d}\""', 'tomorrow_morning_start_hour: int = 8,', 'tomorrow_morning_end_hour: int = 10,', 'tomorrow_morning_start_hour=(', 'tomorrow_morning_start_hour', 'tomorrow_morning_end_hour=(', 'tomorrow_morning_end_hour', 'coverage_hours: float', 'coverage_hours = (', 'coverage_hours=coverage_hours,', 'coverage_hours: float,', '\""coverage_hours\"": (', 'facility.coverage_hours', '24-hour observations for every facility.', 'timestamps.dt.hour * 60', 'hour = minutes // 60', 'hour', '1 hour', '2 hours', '3 hours', '6 hours', '12 hours', '24 hours', 'For example, at 10:00 with a 1-hour window:', 'may contribute to the 1-hour rolling feature.', '# 6-hour window', 'half_hour_slot', 'hour_sin', 'hour_cos', '\""hour\"",', '\""half_hour_slot\"",', '\""hour_sin\"",', '\""hour_cos\"",', '\""into 24 hours.\""', 'unique_hours: int', 'unique_hours = int(', 'timestamp.dt.hour.nunique()', 'unique_hours=unique_hours,', 'hour = timestamp.dt.hour', 'dataframe[\""hour\""] = (', 'hour.astype(\""int8\"")', '# Half-hour slot.', '\""half_hour_slot\""', 'hour * 60', '# Hour of day', 'hour_angle = (', '\""hour_sin\""', 'hour_angle', '\""hour_cos\""', '# Hour', '\""hour\""', '\""hour contains values outside \""', '\""half_hour_slot does not match \""', 'previous same half-hour slot', 'previous same half-hour slot one week earlier']"", ""].dt.hour"", ""dataframe[\""hour\""] = ("", ""hour"", ""hour = timestamp.dt.hour"", ""hour.astype(\""int8\"")"", ""hour: int"", ""hour: int,"", ""hour=hour,"", ""return f\""{hour:02d}:{minute:02d}\"""", ""timestamp.dt.hour.nunique()""]","[""int8""]",[],T,Calendar/time feature derived from T or known calendar state.,Temporal/calendar features are deterministic at T when derived solely from T.,False,False,False,False,False,False,False,False,False,HIGH,[]
