experiment_name,description,feature_count,categorical_feature_count,training_rows,validation_rows,mae,rmse,r2,mape,target_mean_training,target_mean_validation,prediction_min,prediction_max,training_fit_validation_used,test_dataset_used,leakage_contract_passed
xgboost_all_features,XGBoost using all 296 registered ML features.,296,2,23244,4980,0.013767119410825805,0.02016716032178501,0.9947992526685988,3.4156847455745223,0.49605937921471194,0.5540289366253413,0.014833847060799599,1.0,False,False,True
xgboost_without_current_state_features,XGBoost after removing features directly derived from current parking occupancy/availability state.,270,0,23244,4980,0.013842564053547808,0.02019835561642866,0.9947831508157605,3.4911979315563406,0.49605937921471194,0.5540289366253413,0.01624944619834423,1.0,False,False,True
