candidate_id,description,feature_count,training_rows,validation_rows,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,baseline_mae,confirmation_mae,mae_change,mae_improvement_pct,baseline_rmse,confirmation_rmse,rmse_change,rmse_improvement_pct,baseline_r2,confirmation_r2,r2_change,r2_improvement_pct,baseline_mape,confirmation_mape,mape_change,mape_improvement_pct,expected_metrics_within_tolerance,test_dataset_loaded,validation_passed_to_fit,feature_pipeline_rebuilt,hyperparameter_tuning_performed,persisted_datasets_modified,execution_seconds,verdict
TUNE_014,Higher L1 regularisation,296,23244,4980,300,0.05,6,1.0,0.9,0.9,0.0,0.1,1.0,0.013767,0.01349578909833505,-0.0002712109016649502,1.9700072758404168,0.020167,0.0198053984965012,-0.00036160150349880127,1.7930356696524086,0.994799,0.9949841628990295,0.00018516289902947847,0.01861309661846046,3.4157,3.3279361306647544,-0.08776386933524583,2.5694255741208485,True,False,False,False,False,False,22.0138721000003,CONFIRMED_SELECTED_MODEL
