file,line_number,finding_type,matched_text,context
app\ml\data\dataset_builder.py,1213,target_reference,# 3. target observation missing,"# 1. current observation missing
        # 2. target outside dataset
        # 3. target observation missing
        # 4. target sequence break
        # 5. operational gap"
app\ml\data\dataset_builder.py,1214,target_reference,# 4. target sequence break,"# 2. target outside dataset
        # 3. target observation missing
        # 4. target sequence break
        # 5. operational gap
        # 6. data gap"
app\ml\data\dataset_builder.py,1242,target_reference,# target availability columns remain authoritative.,"#
        # The reason column is primarily diagnostic. Individual
        # target availability columns remain authoritative.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1270,target_reference,"TargetExclusionReason.NONE.value,","reason = pd.Series(
            TargetExclusionReason.NONE.value,
            index=result.index,
            dtype=""string"","
app\ml\data\dataset_builder.py,1282,target_reference,TargetExclusionReason,"~current_valid
        ] = (
            TargetExclusionReason
            .CURRENT_OBSERVATION_MISSING
            .value"
app\ml\data\dataset_builder.py,1288,future_keyword,# Determine whether a future position actually exists.,"# ----------------------------------------------------
        # Determine whether a future position actually exists.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1314,target_reference,TargetExclusionReason,"outside_mask
        ] = (
            TargetExclusionReason
            .TARGET_OUTSIDE_DATASET
            .value"
app\ml\data\dataset_builder.py,1315,target_reference,.TARGET_OUTSIDE_DATASET,"] = (
            TargetExclusionReason
            .TARGET_OUTSIDE_DATASET
            .value
        )"
app\ml\data\dataset_builder.py,1320,future_keyword,# Future observation unavailable.,"# ----------------------------------------------------
        # Future observation unavailable.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1323,target_reference,target_missing = (,"# ----------------------------------------------------

        target_missing = (
            current_valid
            & ~outside_mask"
app\ml\data\dataset_builder.py,1330,target_reference,target_missing,"reason.loc[
            target_missing
        ] = (
            TargetExclusionReason"
app\ml\data\dataset_builder.py,1332,target_reference,TargetExclusionReason,"target_missing
        ] = (
            TargetExclusionReason
            .TARGET_OBSERVATION_MISSING
            .value"
app\ml\data\dataset_builder.py,1333,target_reference,.TARGET_OBSERVATION_MISSING,"] = (
            TargetExclusionReason
            .TARGET_OBSERVATION_MISSING
            .value
        )"
app\ml\data\dataset_builder.py,1356,target_reference,TargetExclusionReason,"sequence_invalid
            ] = (
                TargetExclusionReason
                .TARGET_SEQUENCE_BREAK
                .value"
app\ml\data\dataset_builder.py,1357,target_reference,.TARGET_SEQUENCE_BREAK,"] = (
                TargetExclusionReason
                .TARGET_SEQUENCE_BREAK
                .value
            )"
app\ml\data\dataset_builder.py,1381,target_reference,TargetExclusionReason,"operational_invalid
            ] = (
                TargetExclusionReason
                .TARGET_OPERATIONAL_GAP
                .value"
app\ml\data\dataset_builder.py,1382,target_reference,.TARGET_OPERATIONAL_GAP,"] = (
                TargetExclusionReason
                .TARGET_OPERATIONAL_GAP
                .value
            )"
app\ml\data\dataset_builder.py,1407,target_reference,TargetExclusionReason,"data_invalid
            ] = (
                TargetExclusionReason
                .TARGET_DATA_GAP
                .value"
app\ml\data\dataset_builder.py,1408,target_reference,.TARGET_DATA_GAP,"] = (
                TargetExclusionReason
                .TARGET_DATA_GAP
                .value
            )"
app\ml\data\dataset_builder.py,1426,target_reference,TARGET_EXCLUSION_REASON_COLUMN,"current = (
            dataframe[
                TARGET_EXCLUSION_REASON_COLUMN
            ]
            .fillna("
app\ml\data\dataset_builder.py,1429,target_reference,TargetExclusionReason.NONE.value,"]
            .fillna(
                TargetExclusionReason.NONE.value
            )
            .astype(""string"")"
app\ml\data\dataset_builder.py,1437,target_reference,!= TargetExclusionReason.NONE.value,"meaningful_current = (
            current
            != TargetExclusionReason.NONE.value
        )"
app\ml\data\dataset_builder.py,1444,target_reference,!= TargetExclusionReason.NONE.value,"& (
                reason
                != TargetExclusionReason.NONE.value
            )
        )"
app\ml\data\dataset_builder.py,1450,target_reference,"TARGET_EXCLUSION_REASON_COLUMN,","dataframe.loc[
            replace_mask,
            TARGET_EXCLUSION_REASON_COLUMN,
        ] = reason[
            replace_mask"
app\ml\data\dataset_builder.py,1456,future_keyword,# Tomorrow morning target,"# ========================================================
    # Tomorrow morning target
    # ========================================================"
app\ml\data\dataset_builder.py,1456,target_reference,# Tomorrow morning target,"# ========================================================
    # Tomorrow morning target
    # ========================================================"
app\ml\data\dataset_builder.py,1573,target_reference,TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"result[
                TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN
            ] = False"
app\ml\data\dataset_builder.py,1579,target_reference,# Work with a compact target dataframe.,"# ----------------------------------------------------
        # Work with a compact target dataframe.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1638,future_keyword,# Tomorrow's date.,"# ----------------------------------------------------
        # Tomorrow's date.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1645,target_reference,target_dates = (,")

        target_dates = (
            current_dates
            + pd.Timedelta(days=1)"
app\ml\data\dataset_builder.py,1650,target_reference,target_values = (,")

        target_values = (
            target_dates.map(
                morning_values"
app\ml\data\dataset_builder.py,1651,target_reference,target_dates.map(,"target_values = (
            target_dates.map(
                morning_values
            )"
app\ml\data\dataset_builder.py,1656,target_reference,target_counts = (,")

        target_counts = (
            target_dates.map(
                morning_counts"
app\ml\data\dataset_builder.py,1657,target_reference,target_dates.map(,"target_counts = (
            target_dates.map(
                morning_counts
            )"
app\ml\data\dataset_builder.py,1662,target_reference,target_available = (,")

        target_available = (
            observed
            & occupancy.notna()"
app\ml\data\dataset_builder.py,1665,target_reference,& target_values.notna(),"observed
            & occupancy.notna()
            & target_values.notna()
            & target_counts.ge(
                self._config"
app\ml\data\dataset_builder.py,1666,target_reference,& target_counts.ge(,"& occupancy.notna()
            & target_values.notna()
            & target_counts.ge(
                self._config
                .minimum_tomorrow_morning_observations"
app\ml\data\dataset_builder.py,1673,target_reference,# Assign target.,"# ----------------------------------------------------
        # Assign target.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1677,target_reference,"target_available,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_COLUMN,
        ] = target_values["
app\ml\data\dataset_builder.py,1678,target_reference,"TARGET_TOMORROW_MORNING_COLUMN,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_COLUMN,
        ] = target_values[
            target_available"
app\ml\data\dataset_builder.py,1679,target_reference,] = target_values[,"target_available,
            TARGET_TOMORROW_MORNING_COLUMN,
        ] = target_values[
            target_available
        ].astype(float)"
app\ml\data\dataset_builder.py,1680,target_reference,target_available,"TARGET_TOMORROW_MORNING_COLUMN,
        ] = target_values[
            target_available
        ].astype(float)"
app\ml\data\dataset_builder.py,1684,target_reference,"target_available,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ] = target_values["
app\ml\data\dataset_builder.py,1685,target_reference,"TARGET_TOMORROW_MORNING_RATE_COLUMN,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ] = target_values[
            target_available"
app\ml\data\dataset_builder.py,1686,target_reference,] = target_values[,"target_available,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ] = target_values[
            target_available
        ].astype(float)"
app\ml\data\dataset_builder.py,1687,target_reference,target_available,"TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ] = target_values[
            target_available
        ].astype(float)"
app\ml\data\dataset_builder.py,1691,target_reference,"target_available,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
        ] = True"
app\ml\data\dataset_builder.py,1692,target_reference,"TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
        ] = True"
app\ml\data\dataset_builder.py,1696,target_reference,"target_available,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
        ] = ("
app\ml\data\dataset_builder.py,1697,target_reference,"TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,","result.loc[
            target_available,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
        ] = (
            target_dates["
app\ml\data\dataset_builder.py,1699,target_reference,target_dates[,"TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
        ] = (
            target_dates[
                target_available
            ]"
app\ml\data\dataset_builder.py,1700,target_reference,target_available,"] = (
            target_dates[
                target_available
            ]
            + pd.Timedelta("
app\ml\data\dataset_builder.py,1708,future_keyword,# Mark unavailable tomorrow-morning targets.,"# ----------------------------------------------------
        # Mark unavailable tomorrow-morning targets.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1708,target_reference,# Mark unavailable tomorrow-morning targets.,"# ----------------------------------------------------
        # Mark unavailable tomorrow-morning targets.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1713,target_reference,& ~target_available,"unavailable = (
            observed
            & ~target_available
        )"
app\ml\data\dataset_builder.py,1718,target_reference,"TARGET_EXCLUSION_REASON_COLUMN,","result.loc[
            unavailable,
            TARGET_EXCLUSION_REASON_COLUMN,
        ] = (
            TargetExclusionReason"
app\ml\data\dataset_builder.py,1720,target_reference,TargetExclusionReason,"TARGET_EXCLUSION_REASON_COLUMN,
        ] = (
            TargetExclusionReason
            .TOMORROW_MORNING_UNAVAILABLE
            .value"
app\ml\data\dataset_builder.py,1759,target_reference,"TARGET_30M_AVAILABLE_COLUMN,","IS_OPERATIONAL_GAP_COLUMN,
            IS_DATA_GAP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1760,target_reference,"TARGET_1H_AVAILABLE_COLUMN,","IS_DATA_GAP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1761,target_reference,"TARGET_2H_AVAILABLE_COLUMN,","TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,"
app\ml\data\dataset_builder.py,1762,target_reference,"TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,","TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1763,target_reference,"TARGET_ELIGIBLE_COLUMN,","TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1777,target_reference,# Numeric target columns.,"# ----------------------------------------------------
        # Numeric target columns.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1781,target_reference,"TARGET_30M_COLUMN,","numeric_target_columns = [
            TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,"
app\ml\data\dataset_builder.py,1782,target_reference,"TARGET_1H_COLUMN,","numeric_target_columns = [
            TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,"
app\ml\data\dataset_builder.py,1783,target_reference,"TARGET_2H_COLUMN,","TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,"
app\ml\data\dataset_builder.py,1784,target_reference,"TARGET_TOMORROW_MORNING_COLUMN,","TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1785,target_reference,"TARGET_TOMORROW_MORNING_RATE_COLUMN,","TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1798,target_reference,# Timestamp target.,"# ----------------------------------------------------
        # Timestamp target.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1802,target_reference,TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,"if (
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN
            in result.columns
        ):"
app\ml\data\dataset_builder.py,1807,target_reference,TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,"result[
                TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN
            ] = pd.to_datetime(
                result["
app\ml\data\dataset_builder.py,1810,target_reference,TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,"] = pd.to_datetime(
                result[
                    TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN
                ],
                errors=""coerce"","
app\ml\data\dataset_builder.py,1820,target_reference,TARGET_EXCLUSION_REASON_COLUMN,"result[
            TARGET_EXCLUSION_REASON_COLUMN
        ] = (
            result["
app\ml\data\dataset_builder.py,1823,target_reference,TARGET_EXCLUSION_REASON_COLUMN,"] = (
            result[
                TARGET_EXCLUSION_REASON_COLUMN
            ]
            .fillna("
app\ml\data\dataset_builder.py,1826,target_reference,TargetExclusionReason.NONE.value,"]
            .fillna(
                TargetExclusionReason.NONE.value
            )
            .astype(""string"")"
app\ml\data\dataset_builder.py,1832,target_reference,# Keep targets together at the end.,"# ----------------------------------------------------
        # Keep targets together at the end.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1835,target_reference,target_columns = [,"# ----------------------------------------------------

        target_columns = [
            TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,"
app\ml\data\dataset_builder.py,1836,target_reference,"TARGET_30M_COLUMN,","target_columns = [
            TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,"
app\ml\data\dataset_builder.py,1837,target_reference,"TARGET_1H_COLUMN,","target_columns = [
            TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,"
app\ml\data\dataset_builder.py,1838,target_reference,"TARGET_2H_COLUMN,","TARGET_30M_COLUMN,
            TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,"
app\ml\data\dataset_builder.py,1839,target_reference,"TARGET_TOMORROW_MORNING_COLUMN,","TARGET_1H_COLUMN,
            TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,"
app\ml\data\dataset_builder.py,1840,target_reference,"TARGET_TOMORROW_MORNING_RATE_COLUMN,","TARGET_2H_COLUMN,
            TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1841,target_reference,"TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,","TARGET_TOMORROW_MORNING_COLUMN,
            TARGET_TOMORROW_MORNING_RATE_COLUMN,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1842,target_reference,"TARGET_30M_AVAILABLE_COLUMN,","TARGET_TOMORROW_MORNING_RATE_COLUMN,
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1843,target_reference,"TARGET_1H_AVAILABLE_COLUMN,","TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1844,target_reference,"TARGET_2H_AVAILABLE_COLUMN,","TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,"
app\ml\data\dataset_builder.py,1845,target_reference,"TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,","TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,
            TARGET_EXCLUSION_REASON_COLUMN,"
app\ml\data\dataset_builder.py,1846,target_reference,"TARGET_ELIGIBLE_COLUMN,","TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,
            TARGET_EXCLUSION_REASON_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1847,target_reference,"TARGET_EXCLUSION_REASON_COLUMN,","TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            TARGET_ELIGIBLE_COLUMN,
            TARGET_EXCLUSION_REASON_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1852,target_reference,for column in target_columns,"existing_target_columns = [
            column
            for column in target_columns
            if column in result.columns
        ]"
app\ml\data\dataset_builder.py,1878,target_reference,target_statistics: list[,") -> MLDatasetStatistics:

        target_statistics: list[
            TargetStatistics
        ] = []"
app\ml\data\dataset_builder.py,1879,target_reference,TargetStatistics,"target_statistics: list[
            TargetStatistics
        ] = []"
app\ml\data\dataset_builder.py,1882,target_reference,target_definitions = [,"] = []

        target_definitions = [
            (
                TargetHorizon.MINUTES_30.value,"
app\ml\data\dataset_builder.py,1884,target_reference,"TargetHorizon.MINUTES_30.value,","target_definitions = [
            (
                TargetHorizon.MINUTES_30.value,
                TARGET_30M_AVAILABLE_COLUMN,
            ),"
app\ml\data\dataset_builder.py,1885,target_reference,"TARGET_30M_AVAILABLE_COLUMN,","(
                TargetHorizon.MINUTES_30.value,
                TARGET_30M_AVAILABLE_COLUMN,
            ),
            ("
app\ml\data\dataset_builder.py,1888,target_reference,"TargetHorizon.HOUR_1.value,","),
            (
                TargetHorizon.HOUR_1.value,
                TARGET_1H_AVAILABLE_COLUMN,
            ),"
app\ml\data\dataset_builder.py,1889,target_reference,"TARGET_1H_AVAILABLE_COLUMN,","(
                TargetHorizon.HOUR_1.value,
                TARGET_1H_AVAILABLE_COLUMN,
            ),
            ("
app\ml\data\dataset_builder.py,1892,target_reference,"TargetHorizon.HOURS_2.value,","),
            (
                TargetHorizon.HOURS_2.value,
                TARGET_2H_AVAILABLE_COLUMN,
            ),"
app\ml\data\dataset_builder.py,1893,target_reference,"TARGET_2H_AVAILABLE_COLUMN,","(
                TargetHorizon.HOURS_2.value,
                TARGET_2H_AVAILABLE_COLUMN,
            ),
            ("
app\ml\data\dataset_builder.py,1896,target_reference,"TargetHorizon.TOMORROW_MORNING.value,","),
            (
                TargetHorizon.TOMORROW_MORNING.value,
                TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            ),"
app\ml\data\dataset_builder.py,1897,target_reference,"TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,","(
                TargetHorizon.TOMORROW_MORNING.value,
                TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
            ),
        ]"
app\ml\data\dataset_builder.py,1904,target_reference,) in target_definitions:,"horizon,
            availability_column,
        ) in target_definitions:

            available = ("
app\ml\data\dataset_builder.py,1931,target_reference,target_statistics.append(,")

            target_statistics.append(
                TargetStatistics(
                    horizon=horizon,"
app\ml\data\dataset_builder.py,1932,target_reference,TargetStatistics(,"target_statistics.append(
                TargetStatistics(
                    horizon=horizon,
                    total_rows=total,"
app\ml\data\dataset_builder.py,1971,target_reference,"TARGET_30M_AVAILABLE_COLUMN,","availability_columns = [
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1972,target_reference,"TARGET_1H_AVAILABLE_COLUMN,","availability_columns = [
            TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"
app\ml\data\dataset_builder.py,1973,target_reference,"TARGET_2H_AVAILABLE_COLUMN,","TARGET_30M_AVAILABLE_COLUMN,
            TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1974,target_reference,"TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,","TARGET_1H_AVAILABLE_COLUMN,
            TARGET_2H_AVAILABLE_COLUMN,
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,
        ]"
app\ml\data\dataset_builder.py,1991,target_reference,target_count = len(,")

        target_count = len(
            availability_columns
        )"
app\ml\data\dataset_builder.py,1997,target_reference,target_count,"fully_supervised = int(
            available_target_count.eq(
                target_count
            ).sum()
        )"
app\ml\data\dataset_builder.py,2005,target_reference,target_count,"available_target_count.gt(0)
                & available_target_count.lt(
                    target_count
                )
            ).sum()"
app\ml\data\dataset_builder.py,2026,target_reference,target_30m_available=int(,"].nunique()
            ),
            target_30m_available=int(
                result[
                    TARGET_30M_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,2028,target_reference,TARGET_30M_AVAILABLE_COLUMN,"target_30m_available=int(
                result[
                    TARGET_30M_AVAILABLE_COLUMN
                ].sum()
            ),"
app\ml\data\dataset_builder.py,2031,target_reference,target_1h_available=int(,"].sum()
            ),
            target_1h_available=int(
                result[
                    TARGET_1H_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,2033,target_reference,TARGET_1H_AVAILABLE_COLUMN,"target_1h_available=int(
                result[
                    TARGET_1H_AVAILABLE_COLUMN
                ].sum()
            ),"
app\ml\data\dataset_builder.py,2036,target_reference,target_2h_available=int(,"].sum()
            ),
            target_2h_available=int(
                result[
                    TARGET_2H_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,2038,target_reference,TARGET_2H_AVAILABLE_COLUMN,"target_2h_available=int(
                result[
                    TARGET_2H_AVAILABLE_COLUMN
                ].sum()
            ),"
app\ml\data\dataset_builder.py,2041,target_reference,target_tomorrow_morning_available=int(,"].sum()
            ),
            target_tomorrow_morning_available=int(
                result[
                    TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,2043,target_reference,TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"target_tomorrow_morning_available=int(
                result[
                    TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN
                ].sum()
            ),"
app\ml\data\dataset_builder.py,2055,target_reference,target_statistics=tuple(,"unsupervised
            ),
            target_statistics=tuple(
                target_statistics
            ),"
app\ml\data\dataset_builder.py,2056,target_reference,target_statistics,"),
            target_statistics=tuple(
                target_statistics
            ),
            coverage_start=("
app\ml\data\dataset_builder.py,2074,target_reference,"""target_leakage_protection"": True,","""interpolation_applied"": False,
                ""future_features_used"": False,
                ""target_leakage_protection"": True,
            },
        )"
app\ml\data\dataset_builder.py,2210,target_reference,# Targets,"""QUALITY_STATUS_COLUMN"",

    # Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"","
app\ml\data\dataset_builder.py,2211,target_reference,"""TARGET_30M_COLUMN"",","# Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"","
app\ml\data\dataset_builder.py,2212,target_reference,"""TARGET_1H_COLUMN"",","# Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"","
app\ml\data\dataset_builder.py,2213,target_reference,"""TARGET_2H_COLUMN"",","""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"",
    ""TARGET_TOMORROW_MORNING_RATE_COLUMN"","
app\ml\data\dataset_builder.py,2214,target_reference,"""TARGET_TOMORROW_MORNING_COLUMN"",","""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"",
    ""TARGET_TOMORROW_MORNING_RATE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN"","
app\ml\data\dataset_builder.py,2215,target_reference,"""TARGET_TOMORROW_MORNING_RATE_COLUMN"",","""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"",
    ""TARGET_TOMORROW_MORNING_RATE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN"","
app\ml\data\dataset_builder.py,2216,target_reference,"""TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN"",","""TARGET_TOMORROW_MORNING_COLUMN"",
    ""TARGET_TOMORROW_MORNING_RATE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN"",

    # Availability"
app\ml\data\dataset_builder.py,2219,target_reference,"""TARGET_30M_AVAILABLE_COLUMN"",","# Availability
    ""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"","
app\ml\data\dataset_builder.py,2220,target_reference,"""TARGET_1H_AVAILABLE_COLUMN"",","# Availability
    ""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"","
app\ml\data\dataset_builder.py,2221,target_reference,"""TARGET_2H_AVAILABLE_COLUMN"",","""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"","
app\ml\data\dataset_builder.py,2222,target_reference,"""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",","""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"",
    ""TARGET_EXCLUSION_REASON_COLUMN"","
app\ml\data\dataset_builder.py,2223,target_reference,"""TARGET_ELIGIBLE_COLUMN"",","""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"",
    ""TARGET_EXCLUSION_REASON_COLUMN"","
