file,line_number,finding_type,matched_text,context
app\ml\data\dataset_audit.py,2029,target_reference,"f""{target_column} contains ""","),
                        message=(
                            f""{target_column} contains ""
                            f""{inconsistent_unavailable} ""
                            ""values marked as unavailable."""
app\ml\data\dataset_audit.py,2040,target_reference,"""target_column"": (","availability_column
                            ),
                            ""target_column"": (
                                target_column
                            ),"
app\ml\data\dataset_audit.py,2041,target_reference,target_column,"),
                            ""target_column"": (
                                target_column
                            ),
                        },"
app\ml\data\dataset_audit.py,2055,target_reference,"targets: list[TargetAudit],","summary: DatasetSummary,
        facilities: list[FacilityAudit],
        targets: list[TargetAudit],
        findings: list[AuditFinding],
    ) -> None:"
app\ml\data\dataset_audit.py,2109,target_reference,# Identify facilities with no usable target at all.,"# ----------------------------------------------------
        # Identify facilities with no usable target at all.
        # ----------------------------------------------------"
app\ml\data\dataset_audit.py,2112,target_reference,targetless_facilities = [,"# ----------------------------------------------------

        targetless_facilities = [
            facility.facility_code
            for facility in facilities"
app\ml\data\dataset_audit.py,2115,target_reference,if facility.target_eligible_count == 0,"facility.facility_code
            for facility in facilities
            if facility.target_eligible_count == 0
        ]"
app\ml\data\dataset_audit.py,2118,target_reference,if targetless_facilities:,"]

        if targetless_facilities:

            findings.append("
app\ml\data\dataset_audit.py,2123,target_reference,"""TARGETLESS_FACILITY""","AuditFinding(
                    code=(
                        ""TARGETLESS_FACILITY""
                    ),
                    severity=("
app\ml\data\dataset_audit.py,2129,target_reference,"f""{len(targetless_facilities)} ""","),
                    message=(
                        f""{len(targetless_facilities)} ""
                        ""facilities have no target-eligible ""
                        ""rows."""
app\ml\data\dataset_audit.py,2130,target_reference,"""facilities have no target-eligible ""","message=(
                        f""{len(targetless_facilities)} ""
                        ""facilities have no target-eligible ""
                        ""rows.""
                    ),"
app\ml\data\dataset_audit.py,2134,target_reference,targetless_facilities,"),
                    count=len(
                        targetless_facilities
                    ),
                    metadata={"
app\ml\data\dataset_audit.py,2138,target_reference,targetless_facilities,"metadata={
                        ""facilities"": (
                            targetless_facilities
                        ),
                    },"
app\ml\data\dataset_audit.py,2145,target_reference,# Target distribution.,"# ----------------------------------------------------
        # Target distribution.
        # ----------------------------------------------------"
app\ml\data\dataset_audit.py,2148,target_reference,if summary.target_eligible_count == 0:,"# ----------------------------------------------------

        if summary.target_eligible_count == 0:

            findings.append("
app\ml\data\dataset_audit.py,2159,target_reference,"""No supervised-learning targets ""","),
                    message=(
                        ""No supervised-learning targets ""
                        ""are available.""
                    ),"
app\ml\data\dataset_audit.py,2355,target_reference,"f""Target eligible: ""","lines.append(
        f""Target eligible: ""
        f""{report.summary.target_eligible_count:,} ""
        f""({report.summary.target_eligible_ratio:.2%})"""
app\ml\data\dataset_audit.py,2356,target_reference,"f""{report.summary.target_eligible_count:,} ""","lines.append(
        f""Target eligible: ""
        f""{report.summary.target_eligible_count:,} ""
        f""({report.summary.target_eligible_ratio:.2%})""
    )"
app\ml\data\dataset_audit.py,2357,target_reference,"f""({report.summary.target_eligible_ratio:.2%})""","f""Target eligible: ""
        f""{report.summary.target_eligible_count:,} ""
        f""({report.summary.target_eligible_ratio:.2%})""
    )"
app\ml\data\dataset_audit.py,2363,target_reference,"""TARGET COVERAGE""","lines.append(
        ""TARGET COVERAGE""
    )"
app\ml\data\dataset_audit.py,2370,target_reference,for target in report.targets:,")

    for target in report.targets:

        lines.append("
app\ml\data\dataset_audit.py,2373,target_reference,"f""{target.horizon:20s} ""","lines.append(
            f""{target.horizon:20s} ""
            f""{target.available_count:8,d} / ""
            f""{target.total_rows:8,d} """
app\ml\data\dataset_audit.py,2374,target_reference,"f""{target.available_count:8,d} / ""","lines.append(
            f""{target.horizon:20s} ""
            f""{target.available_count:8,d} / ""
            f""{target.total_rows:8,d} ""
            f""({target.availability_ratio:.2%})"""
app\ml\data\dataset_audit.py,2375,target_reference,"f""{target.total_rows:8,d} ""","f""{target.horizon:20s} ""
            f""{target.available_count:8,d} / ""
            f""{target.total_rows:8,d} ""
            f""({target.availability_ratio:.2%})""
        )"
app\ml\data\dataset_audit.py,2376,target_reference,"f""({target.availability_ratio:.2%})""","f""{target.available_count:8,d} / ""
            f""{target.total_rows:8,d} ""
            f""({target.availability_ratio:.2%})""
        )"
app\ml\data\dataset_audit.py,2394,target_reference,"f""30m={facility.target_30m_count:5,d} ""","f""{facility.facility_code:25s} ""
            f""observed={facility.observed_count:5,d} ""
            f""30m={facility.target_30m_count:5,d} ""
            f""1h={facility.target_1h_count:5,d} ""
            f""2h={facility.target_2h_count:5,d}"""
app\ml\data\dataset_audit.py,2395,target_reference,"f""1h={facility.target_1h_count:5,d} ""","f""observed={facility.observed_count:5,d} ""
            f""30m={facility.target_30m_count:5,d} ""
            f""1h={facility.target_1h_count:5,d} ""
            f""2h={facility.target_2h_count:5,d}""
        )"
app\ml\data\dataset_audit.py,2396,target_reference,"f""2h={facility.target_2h_count:5,d}""","f""30m={facility.target_30m_count:5,d} ""
            f""1h={facility.target_1h_count:5,d} ""
            f""2h={facility.target_2h_count:5,d}""
        )"
app\ml\data\dataset_audit.py,2467,target_reference,# Targets,"""QUALITY_STATUS_COLUMN"",

    # Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"","
app\ml\data\dataset_audit.py,2468,target_reference,"""TARGET_30M_COLUMN"",","# Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"","
app\ml\data\dataset_audit.py,2469,target_reference,"""TARGET_1H_COLUMN"",","# Targets
    ""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"","
app\ml\data\dataset_audit.py,2470,target_reference,"""TARGET_2H_COLUMN"",","""TARGET_30M_COLUMN"",
    ""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"","
app\ml\data\dataset_audit.py,2471,target_reference,"""TARGET_TOMORROW_MORNING_COLUMN"",","""TARGET_1H_COLUMN"",
    ""TARGET_2H_COLUMN"",
    ""TARGET_TOMORROW_MORNING_COLUMN"",

    # Availability"
app\ml\data\dataset_audit.py,2474,target_reference,"""TARGET_30M_AVAILABLE_COLUMN"",","# Availability
    ""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"","
app\ml\data\dataset_audit.py,2475,target_reference,"""TARGET_1H_AVAILABLE_COLUMN"",","# Availability
    ""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"","
app\ml\data\dataset_audit.py,2476,target_reference,"""TARGET_2H_AVAILABLE_COLUMN"",","""TARGET_30M_AVAILABLE_COLUMN"",
    ""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"","
app\ml\data\dataset_audit.py,2477,target_reference,"""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",","""TARGET_1H_AVAILABLE_COLUMN"",
    ""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"",
    ""TARGET_EXCLUSION_REASON_COLUMN"","
app\ml\data\dataset_audit.py,2478,target_reference,"""TARGET_ELIGIBLE_COLUMN"",","""TARGET_2H_AVAILABLE_COLUMN"",
    ""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"",
    ""TARGET_EXCLUSION_REASON_COLUMN"","
app\ml\data\dataset_audit.py,2479,target_reference,"""TARGET_EXCLUSION_REASON_COLUMN"",","""TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN"",
    ""TARGET_ELIGIBLE_COLUMN"",
    ""TARGET_EXCLUSION_REASON_COLUMN"",

    # Enums"
app\ml\data\dataset_audit.py,2498,target_reference,"""TargetAudit"",","""DatasetSummary"",
    ""FacilityAudit"",
    ""TargetAudit"",
    ""HourlyCoverage"",
    ""DailyCoverage"","
app\ml\data\dataset_builder.py,47,target_reference,- builds supervised-learning targets,"- consumes temporally normalized parking observations
- builds supervised-learning targets
- creates 30-minute targets
- creates 1-hour targets"
app\ml\data\dataset_builder.py,48,target_reference,- creates 30-minute targets,"- consumes temporally normalized parking observations
- builds supervised-learning targets
- creates 30-minute targets
- creates 1-hour targets
- creates 2-hour targets"
app\ml\data\dataset_builder.py,49,target_reference,- creates 1-hour targets,"- builds supervised-learning targets
- creates 30-minute targets
- creates 1-hour targets
- creates 2-hour targets
- creates tomorrow-morning demand targets"
app\ml\data\dataset_builder.py,50,target_reference,- creates 2-hour targets,"- creates 30-minute targets
- creates 1-hour targets
- creates 2-hour targets
- creates tomorrow-morning demand targets
- prevents targets from crossing invalid temporal gaps"
app\ml\data\dataset_builder.py,51,future_keyword,- creates tomorrow-morning demand targets,"- creates 1-hour targets
- creates 2-hour targets
- creates tomorrow-morning demand targets
- prevents targets from crossing invalid temporal gaps
- preserves missing observations"
app\ml\data\dataset_builder.py,51,target_reference,- creates tomorrow-morning demand targets,"- creates 1-hour targets
- creates 2-hour targets
- creates tomorrow-morning demand targets
- prevents targets from crossing invalid temporal gaps
- preserves missing observations"
app\ml\data\dataset_builder.py,52,target_reference,- prevents targets from crossing invalid temporal gaps,"- creates 2-hour targets
- creates tomorrow-morning demand targets
- prevents targets from crossing invalid temporal gaps
- preserves missing observations
- records target availability"
app\ml\data\dataset_builder.py,54,target_reference,- records target availability,"- prevents targets from crossing invalid temporal gaps
- preserves missing observations
- records target availability
- records target exclusion reasons
- produces dataset statistics"
app\ml\data\dataset_builder.py,55,target_reference,- records target exclusion reasons,"- preserves missing observations
- records target availability
- records target exclusion reasons
- produces dataset statistics"
app\ml\data\dataset_builder.py,121,target_reference,# Target columns,"# ============================================================
# Target columns
# ============================================================"
app\ml\data\dataset_builder.py,124,target_reference,TARGET_30M_COLUMN = (,"# ============================================================

TARGET_30M_COLUMN = (
    ""target_occupancy_rate_30m""
)"
app\ml\data\dataset_builder.py,125,target_reference,"""target_occupancy_rate_30m""","TARGET_30M_COLUMN = (
    ""target_occupancy_rate_30m""
)"
app\ml\data\dataset_builder.py,128,target_reference,TARGET_1H_COLUMN = (,")

TARGET_1H_COLUMN = (
    ""target_occupancy_rate_1h""
)"
app\ml\data\dataset_builder.py,129,target_reference,"""target_occupancy_rate_1h""","TARGET_1H_COLUMN = (
    ""target_occupancy_rate_1h""
)"
app\ml\data\dataset_builder.py,132,target_reference,TARGET_2H_COLUMN = (,")

TARGET_2H_COLUMN = (
    ""target_occupancy_rate_2h""
)"
app\ml\data\dataset_builder.py,133,target_reference,"""target_occupancy_rate_2h""","TARGET_2H_COLUMN = (
    ""target_occupancy_rate_2h""
)"
app\ml\data\dataset_builder.py,136,target_reference,TARGET_TOMORROW_MORNING_COLUMN = (,")

TARGET_TOMORROW_MORNING_COLUMN = (
    ""target_tomorrow_morning_demand""
)"
app\ml\data\dataset_builder.py,137,target_reference,"""target_tomorrow_morning_demand""","TARGET_TOMORROW_MORNING_COLUMN = (
    ""target_tomorrow_morning_demand""
)"
app\ml\data\dataset_builder.py,140,target_reference,TARGET_TOMORROW_MORNING_RATE_COLUMN = (,")

TARGET_TOMORROW_MORNING_RATE_COLUMN = (
    ""target_tomorrow_morning_occupancy_rate""
)"
app\ml\data\dataset_builder.py,141,target_reference,"""target_tomorrow_morning_occupancy_rate""","TARGET_TOMORROW_MORNING_RATE_COLUMN = (
    ""target_tomorrow_morning_occupancy_rate""
)"
app\ml\data\dataset_builder.py,144,target_reference,TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN = (,")

TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN = (
    ""target_tomorrow_morning_at""
)"
app\ml\data\dataset_builder.py,145,target_reference,"""target_tomorrow_morning_at""","TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN = (
    ""target_tomorrow_morning_at""
)"
app\ml\data\dataset_builder.py,150,target_reference,# Target availability columns,"# ============================================================
# Target availability columns
# ============================================================"
app\ml\data\dataset_builder.py,153,target_reference,TARGET_30M_AVAILABLE_COLUMN = (,"# ============================================================

TARGET_30M_AVAILABLE_COLUMN = (
    ""target_30m_available""
)"
app\ml\data\dataset_builder.py,154,target_reference,"""target_30m_available""","TARGET_30M_AVAILABLE_COLUMN = (
    ""target_30m_available""
)"
app\ml\data\dataset_builder.py,157,target_reference,TARGET_1H_AVAILABLE_COLUMN = (,")

TARGET_1H_AVAILABLE_COLUMN = (
    ""target_1h_available""
)"
app\ml\data\dataset_builder.py,158,target_reference,"""target_1h_available""","TARGET_1H_AVAILABLE_COLUMN = (
    ""target_1h_available""
)"
app\ml\data\dataset_builder.py,161,target_reference,TARGET_2H_AVAILABLE_COLUMN = (,")

TARGET_2H_AVAILABLE_COLUMN = (
    ""target_2h_available""
)"
app\ml\data\dataset_builder.py,162,target_reference,"""target_2h_available""","TARGET_2H_AVAILABLE_COLUMN = (
    ""target_2h_available""
)"
app\ml\data\dataset_builder.py,165,target_reference,TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN = (,")

TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN = (
    ""target_tomorrow_morning_available""
)"
app\ml\data\dataset_builder.py,166,target_reference,"""target_tomorrow_morning_available""","TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN = (
    ""target_tomorrow_morning_available""
)"
app\ml\data\dataset_builder.py,169,target_reference,TARGET_ELIGIBLE_COLUMN = (,")

TARGET_ELIGIBLE_COLUMN = (
    ""target_eligible""
)"
app\ml\data\dataset_builder.py,170,target_reference,"""target_eligible""","TARGET_ELIGIBLE_COLUMN = (
    ""target_eligible""
)"
app\ml\data\dataset_builder.py,173,target_reference,TARGET_EXCLUSION_REASON_COLUMN = (,")

TARGET_EXCLUSION_REASON_COLUMN = (
    ""target_exclusion_reason""
)"
app\ml\data\dataset_builder.py,174,target_reference,"""target_exclusion_reason""","TARGET_EXCLUSION_REASON_COLUMN = (
    ""target_exclusion_reason""
)"
app\ml\data\dataset_builder.py,183,target_reference,"class TargetHorizon(str, Enum):","class TargetHorizon(str, Enum):
    """"""Supported SmartPark prediction horizons."""""""
app\ml\data\dataset_builder.py,207,target_reference,"class TargetExclusionReason(str, Enum):","class TargetExclusionReason(str, Enum):
    """"""Why a target cannot be used for training."""""""
app\ml\data\dataset_builder.py,208,target_reference,"""""""Why a target cannot be used for training.""""""","class TargetExclusionReason(str, Enum):
    """"""Why a target cannot be used for training.""""""

    NONE = ""NONE"""
app\ml\data\dataset_builder.py,216,target_reference,TARGET_OBSERVATION_MISSING = (,")

    TARGET_OBSERVATION_MISSING = (
        ""TARGET_OBSERVATION_MISSING""
    )"
app\ml\data\dataset_builder.py,217,target_reference,"""TARGET_OBSERVATION_MISSING""","TARGET_OBSERVATION_MISSING = (
        ""TARGET_OBSERVATION_MISSING""
    )"
app\ml\data\dataset_builder.py,220,target_reference,TARGET_SEQUENCE_BREAK = (,")

    TARGET_SEQUENCE_BREAK = (
        ""TARGET_SEQUENCE_BREAK""
    )"
app\ml\data\dataset_builder.py,221,target_reference,"""TARGET_SEQUENCE_BREAK""","TARGET_SEQUENCE_BREAK = (
        ""TARGET_SEQUENCE_BREAK""
    )"
app\ml\data\dataset_builder.py,224,target_reference,TARGET_OPERATIONAL_GAP = (,")

    TARGET_OPERATIONAL_GAP = (
        ""TARGET_OPERATIONAL_GAP""
    )"
app\ml\data\dataset_builder.py,225,target_reference,"""TARGET_OPERATIONAL_GAP""","TARGET_OPERATIONAL_GAP = (
        ""TARGET_OPERATIONAL_GAP""
    )"
app\ml\data\dataset_builder.py,228,target_reference,TARGET_DATA_GAP = (,")

    TARGET_DATA_GAP = (
        ""TARGET_DATA_GAP""
    )"
app\ml\data\dataset_builder.py,229,target_reference,"""TARGET_DATA_GAP""","TARGET_DATA_GAP = (
        ""TARGET_DATA_GAP""
    )"
app\ml\data\dataset_builder.py,232,target_reference,TARGET_OUTSIDE_DATASET = (,")

    TARGET_OUTSIDE_DATASET = (
        ""TARGET_OUTSIDE_DATASET""
    )"
app\ml\data\dataset_builder.py,233,target_reference,"""TARGET_OUTSIDE_DATASET""","TARGET_OUTSIDE_DATASET = (
        ""TARGET_OUTSIDE_DATASET""
    )"
app\ml\data\dataset_builder.py,286,future_keyword,Tomorrow morning is configurable and defaults to:,"+2 hours

    Tomorrow morning is configurable and defaults to:

        08:00 - 10:00"
app\ml\data\dataset_builder.py,366,future_keyword,"""Tomorrow morning start hour must ""","if not 0 <= self.tomorrow_morning_start_hour <= 23:
            raise MLDatasetConfigurationError(
                ""Tomorrow morning start hour must ""
                ""be between 0 and 23.""
            )"
app\ml\data\dataset_builder.py,372,future_keyword,"""Tomorrow morning end hour must ""","if not 0 <= self.tomorrow_morning_end_hour <= 23:
            raise MLDatasetConfigurationError(
                ""Tomorrow morning end hour must ""
                ""be between 0 and 23.""
            )"
app\ml\data\dataset_builder.py,378,future_keyword,"""Tomorrow morning start minute must ""","if not 0 <= self.tomorrow_morning_start_minute <= 59:
            raise MLDatasetConfigurationError(
                ""Tomorrow morning start minute must ""
                ""be between 0 and 59.""
            )"
app\ml\data\dataset_builder.py,384,future_keyword,"""Tomorrow morning end minute must ""","if not 0 <= self.tomorrow_morning_end_minute <= 59:
            raise MLDatasetConfigurationError(
                ""Tomorrow morning end minute must ""
                ""be between 0 and 59.""
            )"
app\ml\data\dataset_builder.py,400,future_keyword,"""Tomorrow morning end time must ""","if end_minutes <= start_minutes:
            raise MLDatasetConfigurationError(
                ""Tomorrow morning end time must ""
                ""be later than the start time.""
            )"
app\ml\data\dataset_builder.py,427,target_reference,class TargetStatistics:,"@dataclass(frozen=True, slots=True)
class TargetStatistics:
    """"""Statistics for an individual prediction target."""""""
app\ml\data\dataset_builder.py,428,target_reference,"""""""Statistics for an individual prediction target.""""""","@dataclass(frozen=True, slots=True)
class TargetStatistics:
    """"""Statistics for an individual prediction target.""""""

    horizon: str"
app\ml\data\dataset_builder.py,463,target_reference,target_30m_available: int,"facility_count: int

    target_30m_available: int

    target_1h_available: int"
app\ml\data\dataset_builder.py,465,target_reference,target_1h_available: int,"target_30m_available: int

    target_1h_available: int

    target_2h_available: int"
app\ml\data\dataset_builder.py,467,target_reference,target_2h_available: int,"target_1h_available: int

    target_2h_available: int

    target_tomorrow_morning_available: int"
app\ml\data\dataset_builder.py,469,target_reference,target_tomorrow_morning_available: int,"target_2h_available: int

    target_tomorrow_morning_available: int

    fully_supervised_rows: int"
app\ml\data\dataset_builder.py,477,target_reference,target_statistics: tuple[,"unsupervised_rows: int

    target_statistics: tuple[
        TargetStatistics,
        ..."
app\ml\data\dataset_builder.py,478,target_reference,"TargetStatistics,","target_statistics: tuple[
        TargetStatistics,
        ...
    ]"
app\ml\data\dataset_builder.py,530,future_keyword,Future observations may be used to construct TARGETS.,"Important design rule:

        Future observations may be used to construct TARGETS.

        Future observations must NEVER be used to construct"
app\ml\data\dataset_builder.py,530,target_reference,Future observations may be used to construct TARGETS.,"Important design rule:

        Future observations may be used to construct TARGETS.

        Future observations must NEVER be used to construct"
app\ml\data\dataset_builder.py,532,future_keyword,Future observations must NEVER be used to construct,"Future observations may be used to construct TARGETS.

        Future observations must NEVER be used to construct
        FEATURES."
app\ml\data\dataset_builder.py,536,future_keyword,next stage.,"Feature engineering is intentionally deferred to the
    next stage.
    """""""
app\ml\data\dataset_builder.py,559,target_reference,Build supervised-learning targets.,") -> MLDatasetResult:
        """"""
        Build supervised-learning targets.

        The input must already be temporally normalized."
app\ml\data\dataset_builder.py,816,target_reference,# rather than silently create ambiguous targets.,"# Temporal normalization should normally already have
        # prevented this, but the ML boundary should fail safely
        # rather than silently create ambiguous targets.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,840,target_reference,"""rows. ML target generation requires one row per ""","""Temporal dataset contains ""
                f""{duplicate_count} duplicate facility/timestamp ""
                ""rows. ML target generation requires one row per ""
                ""facility per normalized timestamp.""
            )"
app\ml\data\dataset_builder.py,869,target_reference,# Initialize target columns.,"# ----------------------------------------------------
        # Initialize target columns.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,873,target_reference,TARGET_30M_COLUMN,"result[
            TARGET_30M_COLUMN
        ] = np.nan"
app\ml\data\dataset_builder.py,877,target_reference,TARGET_1H_COLUMN,"result[
            TARGET_1H_COLUMN
        ] = np.nan"
app\ml\data\dataset_builder.py,881,target_reference,TARGET_2H_COLUMN,"result[
            TARGET_2H_COLUMN
        ] = np.nan"
app\ml\data\dataset_builder.py,885,target_reference,TARGET_TOMORROW_MORNING_COLUMN,"result[
            TARGET_TOMORROW_MORNING_COLUMN
        ] = np.nan"
app\ml\data\dataset_builder.py,889,target_reference,TARGET_TOMORROW_MORNING_RATE_COLUMN,"result[
            TARGET_TOMORROW_MORNING_RATE_COLUMN
        ] = np.nan"
app\ml\data\dataset_builder.py,893,target_reference,TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN,"result[
            TARGET_TOMORROW_MORNING_TIMESTAMP_COLUMN
        ] = pd.NaT"
app\ml\data\dataset_builder.py,901,target_reference,TARGET_30M_AVAILABLE_COLUMN,"result[
            TARGET_30M_AVAILABLE_COLUMN
        ] = False"
app\ml\data\dataset_builder.py,905,target_reference,TARGET_1H_AVAILABLE_COLUMN,"result[
            TARGET_1H_AVAILABLE_COLUMN
        ] = False"
app\ml\data\dataset_builder.py,909,target_reference,TARGET_2H_AVAILABLE_COLUMN,"result[
            TARGET_2H_AVAILABLE_COLUMN
        ] = False"
app\ml\data\dataset_builder.py,913,target_reference,TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"result[
            TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN
        ] = False"
app\ml\data\dataset_builder.py,917,target_reference,# General target eligibility.,"# ----------------------------------------------------
        # General target eligibility.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,921,target_reference,TARGET_ELIGIBLE_COLUMN,"result[
            TARGET_ELIGIBLE_COLUMN
        ] = False"
app\ml\data\dataset_builder.py,925,target_reference,TARGET_EXCLUSION_REASON_COLUMN,"result[
            TARGET_EXCLUSION_REASON_COLUMN
        ] = (
            TargetExclusionReason.NONE.value"
app\ml\data\dataset_builder.py,927,target_reference,TargetExclusionReason.NONE.value,"TARGET_EXCLUSION_REASON_COLUMN
        ] = (
            TargetExclusionReason.NONE.value
        )"
app\ml\data\dataset_builder.py,937,target_reference,"target_column=TARGET_30M_COLUMN,","result,
            minutes=30,
            target_column=TARGET_30M_COLUMN,
            availability_column=(
                TARGET_30M_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,939,target_reference,TARGET_30M_AVAILABLE_COLUMN,"target_column=TARGET_30M_COLUMN,
            availability_column=(
                TARGET_30M_AVAILABLE_COLUMN
            ),
        )"
app\ml\data\dataset_builder.py,946,target_reference,"target_column=TARGET_1H_COLUMN,","result,
            minutes=60,
            target_column=TARGET_1H_COLUMN,
            availability_column=(
                TARGET_1H_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,948,target_reference,TARGET_1H_AVAILABLE_COLUMN,"target_column=TARGET_1H_COLUMN,
            availability_column=(
                TARGET_1H_AVAILABLE_COLUMN
            ),
        )"
app\ml\data\dataset_builder.py,955,target_reference,"target_column=TARGET_2H_COLUMN,","result,
            minutes=120,
            target_column=TARGET_2H_COLUMN,
            availability_column=(
                TARGET_2H_AVAILABLE_COLUMN"
app\ml\data\dataset_builder.py,957,target_reference,TARGET_2H_AVAILABLE_COLUMN,"target_column=TARGET_2H_COLUMN,
            availability_column=(
                TARGET_2H_AVAILABLE_COLUMN
            ),
        )"
app\ml\data\dataset_builder.py,962,future_keyword,# Tomorrow morning.,"# ----------------------------------------------------
        # Tomorrow morning.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,972,target_reference,# A row is target-eligible if at least one target is,"# ----------------------------------------------------
        # A row is target-eligible if at least one target is
        # available.
        #"
app\ml\data\dataset_builder.py,975,target_reference,# We deliberately do NOT require all four targets.,"# available.
        #
        # We deliberately do NOT require all four targets.
        # This allows separate training datasets later:
        #"
app\ml\data\dataset_builder.py,981,future_keyword,#   Tomorrow morning,"#   XGBoost 1h
        #   XGBoost 2h
        #   Tomorrow morning
        #
        # Each model can use its own eligible subset."
app\ml\data\dataset_builder.py,987,target_reference,TARGET_ELIGIBLE_COLUMN,"result[
            TARGET_ELIGIBLE_COLUMN
        ] = (
            result["
app\ml\data\dataset_builder.py,990,target_reference,TARGET_30M_AVAILABLE_COLUMN,"] = (
            result[
                TARGET_30M_AVAILABLE_COLUMN
            ]
            | result["
app\ml\data\dataset_builder.py,993,target_reference,TARGET_1H_AVAILABLE_COLUMN,"]
            | result[
                TARGET_1H_AVAILABLE_COLUMN
            ]
            | result["
app\ml\data\dataset_builder.py,996,target_reference,TARGET_2H_AVAILABLE_COLUMN,"]
            | result[
                TARGET_2H_AVAILABLE_COLUMN
            ]
            | result["
app\ml\data\dataset_builder.py,999,target_reference,TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN,"]
            | result[
                TARGET_TOMORROW_MORNING_AVAILABLE_COLUMN
            ]
        )"
app\ml\data\dataset_builder.py,1006,target_reference,# Direct horizon targets,"# ========================================================
    # Direct horizon targets
    # ========================================================"
app\ml\data\dataset_builder.py,1014,target_reference,"target_column: str,","*,
        minutes: int,
        target_column: str,
        availability_column: str,
    ) -> pd.DataFrame:"
app\ml\data\dataset_builder.py,1074,future_keyword,# Future values.,"# ----------------------------------------------------
        # Future values.
        #
        # IMPORTANT:"
app\ml\data\dataset_builder.py,1151,target_reference,# Target validity.,"# ----------------------------------------------------
        # Target validity.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1154,target_reference,target_valid = (,"# ----------------------------------------------------

        target_valid = (
            current_valid
            & future_observed"
app\ml\data\dataset_builder.py,1165,target_reference,target_valid = (,"):

            target_valid = (
                target_valid
                & ~future_sequence_break"
app\ml\data\dataset_builder.py,1166,target_reference,target_valid,"target_valid = (
                target_valid
                & ~future_sequence_break
            )"
app\ml\data\dataset_builder.py,1175,target_reference,target_valid = (,"):

            target_valid = (
                target_valid
                & ~future_operational_gap"
app\ml\data\dataset_builder.py,1176,target_reference,target_valid,"target_valid = (
                target_valid
                & ~future_operational_gap
            )"
app\ml\data\dataset_builder.py,1185,target_reference,target_valid = (,"):

            target_valid = (
                target_valid
                & ~future_data_gap"
app\ml\data\dataset_builder.py,1186,target_reference,target_valid,"target_valid = (
                target_valid
                & ~future_data_gap
            )"
app\ml\data\dataset_builder.py,1191,target_reference,# Assign target.,"# ----------------------------------------------------
        # Assign target.
        # ----------------------------------------------------"
app\ml\data\dataset_builder.py,1195,target_reference,"target_valid,","result.loc[
            target_valid,
            target_column,
        ] = future_occupancy["
app\ml\data\dataset_builder.py,1196,target_reference,"target_column,","result.loc[
            target_valid,
            target_column,
        ] = future_occupancy[
            target_valid"
app\ml\data\dataset_builder.py,1198,target_reference,target_valid,"target_column,
        ] = future_occupancy[
            target_valid
        ].astype(float)"
app\ml\data\dataset_builder.py,1202,target_reference,"target_valid,","result.loc[
            target_valid,
            availability_column,
        ] = True"
app\ml\data\dataset_builder.py,1212,target_reference,# 2. target outside dataset,"#
        # 1. current observation missing
        # 2. target outside dataset
        # 3. target observation missing
        # 4. target sequence break"
