rank,feature,importance,importance_pct,cumulative_importance_pct,categorical
187,occupancy_rate_roll_3h_available,0.0,0.0,99.99999999999993,False
188,occupancy_rate_roll_coverage_ratio_3h,0.0,0.0,99.99999999999993,False
189,occupancy_rate_roll_1h_available,0.0,0.0,99.99999999999993,False
190,occupancy_rate_roll_missing_2h,0.0,0.0,99.99999999999993,False
191,occupancy_rate_roll_coverage_ratio_2h,0.0,0.0,99.99999999999993,False
192,occupancy_rate_roll_2h_available,0.0,0.0,99.99999999999993,False
193,occupancy_rate_roll_missing_1h,0.0,0.0,99.99999999999993,False
194,occupancy_rate_roll_coverage_ratio_1h,0.0,0.0,99.99999999999993,False
195,available_spaces_lag_12h,0.0,0.0,99.99999999999993,False
196,has_valid_occupancy,0.0,0.0,99.99999999999993,False
197,has_consistency_issue,0.0,0.0,99.99999999999993,False
198,is_near_full,0.0,0.0,99.99999999999993,False
199,occupancy_capacity_difference,0.0,0.0,99.99999999999993,False
200,is_high_occupancy,0.0,0.0,99.99999999999993,False
201,has_valid_capacity,0.0,0.0,99.99999999999993,False
202,has_negative_values,0.0,0.0,99.99999999999993,False
203,available_spaces_roll_coverage_ratio_6h,0.0,0.0,99.99999999999993,False
204,is_weekend,0.0,0.0,99.99999999999993,False
205,is_monday,0.0,0.0,99.99999999999993,False
206,minutes_since_midnight,0.0,0.0,99.99999999999993,False
207,quarter,0.0,0.0,99.99999999999993,False
208,available_spaces_roll_count_12h,0.0,0.0,99.99999999999993,False
209,available_spaces_roll_12h_available,0.0,0.0,99.99999999999993,False
210,available_spaces_roll_coverage_ratio_12h,0.0,0.0,99.99999999999993,False
211,available_spaces_roll_missing_12h,0.0,0.0,99.99999999999993,False
212,is_low_demand,0.0,0.0,99.99999999999993,False
213,is_very_high_demand,0.0,0.0,99.99999999999993,False
214,is_critical_demand,0.0,0.0,99.99999999999993,False
215,occupancy_rate_consistent,0.0,0.0,99.99999999999993,False
216,space_count_consistent,0.0,0.0,99.99999999999993,False
217,available_spaces_roll_std_12h,0.0,0.0,99.99999999999993,False
218,available_spaces_roll_6h_available,0.0,0.0,99.99999999999993,False
219,is_zero_capacity,0.0,0.0,99.99999999999993,False
220,is_full,0.0,0.0,99.99999999999993,False
221,is_low_availability,0.0,0.0,99.99999999999993,False
